ticker,metric,unit,period,value,raw
PPC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,2.04,2.04
PPC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,-0.12,-0.12
PPC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,3.9,3.9
PPC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,1.15,1.15
PPC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,0.13,0.13
PPC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,1.42,1.42
PPC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,-0.09,-0.09
PPC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,3.26,3.26
PPC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,0.92,0.92
PPC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,0.11,0.11
PPC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,2.05,2.05
PPC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,3.21,3.21
PPC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,2.7,2.7
PPC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,2.43,2.43
PPC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,2.79,2.79
PPC,Khả năng thanh toán lãi vay,Lần,Q2/2024,284.88,284.88
PPC,Khả năng thanh toán lãi vay,Lần,Q3/2024,0.0,0
PPC,Khả năng thanh toán lãi vay,Lần,Q4/2024,0.0,0
PPC,Khả năng thanh toán lãi vay,Lần,Q1/2025,0.0,0
PPC,Khả năng thanh toán lãi vay,Lần,Q2/2025,0.0,0
PPC,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,26.96,26.96
PPC,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,14.87,14.87
PPC,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,18.3,18.3
PPC,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,21.48,21.48
PPC,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,17.7,17.7
PPC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,,
PPC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,,
PPC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,,
PPC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,,
PPC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,,
VSH,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,1373.42,"1,373.42"
VSH,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,1595.16,"1,595.16"
VSH,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,1897.76,"1,897.76"
VSH,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,3027.63,"3,027.63"
VSH,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,3447.12,"3,447.12"
VSH,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,19718.0,"19,718"
VSH,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,20048.0,"20,048"
VSH,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,19824.0,"19,824"
VSH,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,20438.0,"20,438"
VSH,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,21142.0,"21,142"
VSH,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,36.33,36.33
VSH,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,31.31,31.31
VSH,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,25.87,25.87
VSH,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,17.51,17.51
VSH,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,14.36,14.36
VSH,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,2.53,2.53
VSH,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,2.49,2.49
VSH,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,2.48,2.48
VSH,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,2.59,2.59
VSH,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,2.34,2.34
VSH,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,43.8,43.8
VSH,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,39.98,39.98
VSH,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,62.35,62.35
VSH,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,56.87,56.87
VSH,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,50.11,50.11
VSH,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,16.28,16.28
VSH,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,19.68,19.68
VSH,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,45.21,45.21
VSH,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,43.02,43.02
VSH,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,33.15,33.15
VSH,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,1.45,1.45
VSH,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,1.66,1.66
VSH,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,6.4,6.4
VSH,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,5.65,5.65
VSH,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,3.39,3.39
VSH,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,0.74,0.74
VSH,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,0.89,0.89
VSH,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,3.51,3.51
VSH,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,3.12,3.12
VSH,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,1.93,1.93
VSH,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,0.99,0.99
VSH,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,3.42,3.42
VSH,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,2.27,2.27
VSH,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,2.8,2.8
VSH,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,3.84,3.84
VSH,Khả năng thanh toán lãi vay,Lần,Q2/2024,2.21,2.21
VSH,Khả năng thanh toán lãi vay,Lần,Q3/2024,2.36,2.36
VSH,Khả năng thanh toán lãi vay,Lần,Q4/2024,6.62,6.62
VSH,Khả năng thanh toán lãi vay,Lần,Q1/2025,6.49,6.49
VSH,Khả năng thanh toán lãi vay,Lần,Q2/2025,4.62,4.62
VSH,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,48.34,48.34
VSH,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,44.83,44.83
VSH,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,45.59,45.59
VSH,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,44.12,44.12
VSH,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,41.61,41.61
VSH,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,74.3,74.3
VSH,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,72.11,72.11
VSH,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,71.59,71.59
VSH,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,66.7,66.7
VSH,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,62.31,62.31
FRT,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,-414.38,-414.38
FRT,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,774.65,774.65
FRT,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,2330.52,"2,330.52"
FRT,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,3278.83,"3,278.83"
FRT,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,3953.47,"3,953.47"
FRT,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,13420.0,"13,420"
FRT,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,14614.0,"14,614"
FRT,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,15559.0,"15,559"
FRT,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,17121.0,"17,121"
FRT,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,24787.0,"24,787"
FRT,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,-427.14,-427.14
FRT,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,229.78,229.78
FRT,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,79.64,79.64
FRT,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,50.32,50.32
FRT,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,45.33,45.33
FRT,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,13.19,13.19
FRT,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,12.18,12.18
FRT,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,11.93,11.93
FRT,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,9.64,9.64
FRT,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,7.23,7.23
FRT,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,19.6,19.6
FRT,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,18.22,18.22
FRT,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,18.12,18.12
FRT,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,19.92,19.92
FRT,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,19.94,19.94
FRT,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,0.52,0.52
FRT,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,1.59,1.59
FRT,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,1.17,1.17
FRT,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,1.82,1.82
FRT,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,1.38,1.38
FRT,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,1.48,1.48
FRT,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,7.38,7.38
FRT,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,5.41,5.41
FRT,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,7.54,7.54
FRT,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,4.16,4.16
FRT,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,0.21,0.21
FRT,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,1.05,1.05
FRT,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,0.73,0.73
FRT,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,1.03,1.03
FRT,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,0.68,0.68
FRT,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,1.01,1.01
FRT,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,1.02,1.02
FRT,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,1.02,1.02
FRT,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,1.04,1.04
FRT,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,1.1,1.1
FRT,Khả năng thanh toán lãi vay,Lần,Q2/2024,2.32,2.32
FRT,Khả năng thanh toán lãi vay,Lần,Q3/2024,4.31,4.31
FRT,Khả năng thanh toán lãi vay,Lần,Q4/2024,3.15,3.15
FRT,Khả năng thanh toán lãi vay,Lần,Q1/2025,4.08,4.08
FRT,Khả năng thanh toán lãi vay,Lần,Q2/2025,3.21,3.21
FRT,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,85.17,85.17
FRT,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,86.24,86.24
FRT,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,86.61,86.61
FRT,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,85.98,85.98
FRT,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,81.57,81.57
FRT,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,336.36,336.36
FRT,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,367.47,367.47
FRT,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,415.15,415.15
FRT,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,381.51,381.51
FRT,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,275.76,275.76
MWG,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,1506.87,"1,506.87"
MWG,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,2027.78,"2,027.78"
MWG,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,2545.57,"2,545.57"
MWG,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,2986.11,"2,986.11"
MWG,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,3304.46,"3,304.46"
MWG,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,18111.0,"18,111"
MWG,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,18657.0,"18,657"
MWG,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,19242.0,"19,242"
MWG,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,20301.0,"20,301"
MWG,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,20300.0,"20,300"
MWG,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,41.41,41.41
MWG,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,33.58,33.58
MWG,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,23.96,23.96
MWG,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,19.76,19.76
MWG,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,19.82,19.82
MWG,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,3.45,3.45
MWG,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,3.65,3.65
MWG,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,3.17,3.17
MWG,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,2.91,2.91
MWG,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,3.23,3.23
MWG,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,21.41,21.41
MWG,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,20.18,20.18
MWG,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,19.05,19.05
MWG,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,19.93,19.93
MWG,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,20.12,20.12
MWG,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,3.43,3.43
MWG,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,2.36,2.36
MWG,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,2.46,2.46
MWG,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,4.28,4.28
MWG,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,4.41,4.41
MWG,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,4.46,4.46
MWG,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,2.98,2.98
MWG,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,3.06,3.06
MWG,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,5.35,5.35
MWG,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,5.52,5.52
MWG,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,1.81,1.81
MWG,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,1.21,1.21
MWG,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,1.24,1.24
MWG,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,2.16,2.16
MWG,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,2.14,2.14
MWG,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,1.79,1.79
MWG,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,1.82,1.82
MWG,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,1.56,1.56
MWG,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,1.59,1.59
MWG,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,1.49,1.49
MWG,Khả năng thanh toán lãi vay,Lần,Q2/2024,7.24,7.24
MWG,Khả năng thanh toán lãi vay,Lần,Q3/2024,4.52,4.52
MWG,Khả năng thanh toán lãi vay,Lần,Q4/2024,4.2,4.2
MWG,Khả năng thanh toán lãi vay,Lần,Q1/2025,6.99,6.99
MWG,Khả năng thanh toán lãi vay,Lần,Q2/2025,6.41,6.41
MWG,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,59.8,59.8
MWG,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,59.23,59.23
MWG,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,59.95,59.95
MWG,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,59.18,59.18
MWG,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,62.94,62.94
MWG,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,86.98,86.98
MWG,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,87.87,87.87
MWG,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,97.08,97.08
MWG,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,88.38,88.38
MWG,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,105.07,105.07
PNJ,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,6199.49,"6,199.49"
PNJ,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,6055.07,"6,055.07"
PNJ,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,6308.1,"6,308.1"
PNJ,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,6111.29,"6,111.29"
PNJ,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,6134.36,"6,134.36"
PNJ,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,32028.0,"32,028"
PNJ,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,31146.0,"31,146"
PNJ,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,33314.0,"33,314"
PNJ,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,34715.0,"34,715"
PNJ,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,35436.0,"35,436"
PNJ,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,15.4,15.4
PNJ,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,16.32,16.32
PNJ,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,15.52,15.52
PNJ,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,13.63,13.63
PNJ,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,13.55,13.55
PNJ,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,2.98,2.98
PNJ,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,3.17,3.17
PNJ,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,2.94,2.94
PNJ,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,2.4,2.4
PNJ,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,2.35,2.35
PNJ,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,15.56,15.56
PNJ,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,17.54,17.54
PNJ,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,20.87,20.87
PNJ,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,21.26,21.26
PNJ,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,21.54,21.54
PNJ,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,4.51,4.51
PNJ,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,3.03,3.03
PNJ,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,8.54,8.54
PNJ,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,7.03,7.03
PNJ,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,5.82,5.82
PNJ,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,4.05,4.05
PNJ,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,2.03,2.03
PNJ,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,6.73,6.73
PNJ,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,5.9,5.9
PNJ,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,3.73,3.73
PNJ,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,3.31,3.31
PNJ,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,1.55,1.55
PNJ,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,4.55,4.55
PNJ,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,3.91,3.91
PNJ,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,2.55,2.55
PNJ,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,5.15,5.15
PNJ,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,3.06,3.06
PNJ,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,2.64,2.64
PNJ,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,2.81,2.81
PNJ,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,3.04,3.04
PNJ,Khả năng thanh toán lãi vay,Lần,Q2/2024,155.33,155.33
PNJ,Khả năng thanh toán lãi vay,Lần,Q3/2024,50.39,50.39
PNJ,Khả năng thanh toán lãi vay,Lần,Q4/2024,39.76,39.76
PNJ,Khả năng thanh toán lãi vay,Lần,Q1/2025,30.61,30.61
PNJ,Khả năng thanh toán lãi vay,Lần,Q2/2025,17.9,17.9
PNJ,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,17.35,17.35
PNJ,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,29.66,29.66
PNJ,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,34.58,34.58
PNJ,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,32.66,32.66
PNJ,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,30.19,30.19
PNJ,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,2.42,2.42
PNJ,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,13.97,13.97
PNJ,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,29.68,29.68
PNJ,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,29.74,29.74
PNJ,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,25.86,25.86
ANV,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,262.36,262.36
ANV,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,463.95,463.95
ANV,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,450.94,450.94
ANV,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,1005.45,"1,005.45"
ANV,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,2319.92,"2,319.92"
ANV,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,21650.0,"21,650"
ANV,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,21470.0,"21,470"
ANV,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,10506.0,"10,506"
ANV,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,11000.0,"11,000"
ANV,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,12250.0,"12,250"
ANV,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,122.92,122.92
ANV,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,72.1,72.1
ANV,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,43.91,43.91
ANV,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,16.36,16.36
